locus	baseMean	log2FoldChange_37C	lfcSE	stat	pvalue_37C	padj_37C	gene_name	gene_discription	raw_locus
PROKKA_05184_sense	534.354055961728	-1.98215162563556	0.337494115094506	-5.87314426232444	4.27606048722997e-09	2.1040890134976e-06	n/a	ABC-type amino acid transport/signal transduction systems periplasmic component/domain	PROKKA_05184
PROKKA_05185_sense	678.101059399812	-2.54586714735381	0.379137162496075	-6.7148974017554	1.88198591616952e-11	1.48168751180026e-08	n/a	radC	PROKKA_05185
PROKKA_05186_igtop	276.047303104467	-2.47517666384603	0.375760206279151	-6.58711758851662	4.48447118699469e-11	2.94218680460076e-08	n/a	hypothetical protein	PROKKA_05186
PROKKA_05186_sense	738.574592325503	-2.37786531899132	0.330819090481542	-7.18781166930266	6.58379886117778e-13	6.47928105425659e-10	n/a	hypothetical protein	PROKKA_05186
PROKKA_05187_sense	48.6719422220099	-1.6859989741547	0.389097464055035	-4.33310193436837	1.47022993853318e-05	0.00263070916047084	n/a	hypothetical protein	PROKKA_05187
PROKKA_05188_sense	66.5628485914526	-2.06477661766712	0.383632663471642	-5.38217105650532	7.35927792593249e-08	2.75902833861269e-05	n/a	hypothetical protein	PROKKA_05188
PROKKA_05189_sense	75.0806899673858	-2.18535826289816	0.371705431534888	-5.87927449398341	4.12068554193793e-09	2.1040890134976e-06	n/a	hypothetical protein	PROKKA_05189
PROKKA_05190_igtop	16.8560320535548	-2.71863436644242	0.6529689335734	-4.16349726098695	3.13409787029738e-05	0.00480692775640984	n/a	hypothetical protein	PROKKA_05190
PROKKA_05191_igtop	19.8399335004588	-2.14348500948094	0.539412156285573	-3.97374249820604	7.07520530504306e-05	0.00870360802603187	n/a	hypothetical protein	PROKKA_05191
PROKKA_05192_sense	17.4543045011651	-1.93815623854699	0.553503970524749	-3.50161216858033	0.000462452259756756	0.0400097433084059	n/a	O-methyl transferase family protein	PROKKA_05192
PROKKA_05199_sense	1469.51905220078	-1.98932090323662	0.269327774258551	-7.38624491556112	1.51033481582628e-13	1.69869514357147e-10	n/a	radC	PROKKA_05199
PROKKA_05200_sense	7342.16987426769	-0.948728332709833	0.210686312522209	-4.50303734187681	6.69891076904256e-06	0.001551191896608	n/a	hypothetical protein	PROKKA_05200
PROKKA_05201_sense	1817.88128163015	-0.746907948666677	0.201127237572311	-3.71360914455031	0.000204324283758873	0.0214486011471148	n/a	hypothetical protein	PROKKA_05201
PROKKA_05204_sense	30.2009221886918	-1.67693959545629	0.461969867068579	-3.62997614129528	0.000283447418361707	0.0268865243947195	n/a	methyl-accepting chemotaxis protein	PROKKA_05204
PROKKA_05209_sense	53.4284813811805	-1.46192829660653	0.382842466880686	-3.81861580957305	0.000134202579170452	0.0146746792473468	n/a	TraG/TraD family protein	PROKKA_05209
PROKKA_05217_sense	42.228253882954	-1.72593734913822	0.40517871291479	-4.25969404148137	2.04706920674994e-05	0.00350360344885701	n/a	integrating conjugative element membrane protein	PROKKA_05217
PROKKA_05223_sense	216.509659663735	-1.4135574748359	0.307068748233601	-4.60339087897199	4.15667031391407e-06	0.00102267079317017	n/a	type IV secretory pathway VirB4 component	PROKKA_05223
PROKKA_05246_sense	754.902630871689	-0.904094109342372	0.246710355103076	-3.66459733303306	0.000247728018856165	0.0240785517586986	n/a	phage integrase family site specific recombinase	PROKKA_05246
PROKKA_05336_sense	318.380927513665	1.96124389423524	0.236443795636456	8.29475727606212	1.08807144736185e-16	8.56638650507985e-13	cdrB_5	cyclic diguanylate-regulated TPS partner B CdrB	PROKKA_05336
PROKKA_05337_sense	965.11042260102	1.65562872455129	0.218218061548189	7.58703799678691	3.27301131596409e-14	5.15368361811706e-11	cdrA_2	cyclic diguanylate-regulated TPS partner A CdrA	PROKKA_05337
PROKKA_05338_igbot	903.636648776233	1.74823566614871	0.220648015957228	7.92318779103639	2.31497547107615e-15	6.07526729459418e-12	hprA	glycerate dehydrogenase	PROKKA_05338
PROKKA_05383_antis	71.2513970084785	1.99309164721851	0.396921732546082	5.02137193253109	5.13037058085096e-07	0.000158806395813947	ipk	isopentenyl monophosphate kinase	PROKKA_05383
PROKKA_05398_sense	259.974092423692	-1.03458268086491	0.254701753917567	-4.06193779568456	4.86670465432413e-05	0.00638592762391565	n/a	hypothetical protein	PROKKA_05398
PROKKA_06065_antis	128.181355175504	1.27988269784894	0.359362745930512	3.5615341666396	0.000368694117536004	0.0337526603181507	rpmB	50S ribosomal protein L28	PROKKA_06065
PROKKA_06409_igtop	97.7261202260545	-1.69109859185346	0.337063840222094	-5.01714627928993	5.24446372559714e-07	0.000158806395813947	n/a	hypothetical protein	PROKKA_06409
PROKKA_06411_igtop	26.125682561615	-1.68324810811032	0.455536954530019	-3.69508574742732	0.000219812592142323	0.0224751238693054	nirQ_2	regulatory protein NirQ	PROKKA_06411
PROKKA_06415_sense	179.452552750106	-1.0131419123769	0.267216313688789	-3.79146728877057	0.000149759875787082	0.0161515000283794	n/a	Nitric oxide reductase activation protein	PROKKA_06415
PROKKA_06418_sense	38.5440887117775	-1.62335588808873	0.391579787413093	-4.1456580249281	3.38839218653114e-05	0.0049401503119555	n/a	hypothetical protein	PROKKA_06418
PROKKA_06570_igtop	87.7281426310853	1.12895390111088	0.323492297445917	3.48989422630573	0.000483211762500497	0.0413513718061567	n/a	hypothetical protein	PROKKA_06570
