locus	CF39 Log2FoldChange_25vs41	CF39 padj_25vs41	CF39 Log2FoldChange_29vs41	CF39 padj_29vs41	CF39 Log2FoldChange_33vs41	CF39 padj_33vs41	CF39 Log2FoldChange_37vs41	CF39 padj_37vs41	gene	product	locusNumber
PROKKA_00065_sense	-1.18430150705274	0.0235962232799572	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00065
PROKKA_00086_sense	0.8874691182916	0.018554465578235	NA	NA	NA	NA	NA	NA	fha1	"Fha1"	PROKKA_00086
PROKKA_00087_sense	0.848943462352003	0.0144581158569001	NA	NA	NA	NA	NA	NA	tssA1_1	"TssA1"	PROKKA_00087
PROKKA_00088_sense	NA	NA	-0.761225088583229	0.0247458718147637	NA	NA	NA	NA	tssB1_1	"TssB1"	PROKKA_00088
PROKKA_00090_sense	NA	NA	-0.91399360624585	0.0329495911215668	-1.22697669190222	0.0136769589897876	NA	NA	hcp1_1	"Hcp1"	PROKKA_00090
PROKKA_00094_sense	1.34791420210737	0.0106449748283114	NA	NA	NA	NA	NA	NA	tssG1_1	"TssG1"	PROKKA_00094
PROKKA_00104_antis	1.45359474833425	0.0275597701872696	1.47449812674751	0.0462398684796448	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00104
PROKKA_00104_sense	1.71948486125577	3.07212165203151e-07	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00104
PROKKA_00129_sense	-1.42706810275479	0.00493127637342342	-1.17202090290131	0.0499066372061879	NA	NA	NA	NA	n/a	"putative plasmid stabilisation system protein"	PROKKA_00129
PROKKA_00130_sense	NA	NA	-0.889550786316588	0.0194550365340521	NA	NA	NA	NA	n/a	"putative transcriptional regulator"	PROKKA_00130
PROKKA_00133_antis	2.07267977351026	0.0367122529581946	NA	NA	NA	NA	NA	NA	n/a	"putative alkylphosphonate uptake protein"	PROKKA_00133
PROKKA_00144_antis	1.25569727076002	0.020082674897258	1.39061939646556	0.0199005742102925	NA	NA	NA	NA	ahpC	"alkyl hydroperoxide reductase subunit C"	PROKKA_00144
PROKKA_00144_sense	-1.08985011369465	5.20024216668833e-06	-1.14073546740048	3.03808186338578e-06	-1.35552118516011	0.00139456149310536	-1.13651351346872	5.37806800263563e-05	ahpC	"alkyl hydroperoxide reductase subunit C"	PROKKA_00144
PROKKA_00145_antis	3.19602165117746	0.00251896190688284	2.53889929632656	0.0180336106670824	2.63260780242951	0.0257466432975584	2.43373641975445	0.0414313038457915	ahpF_1	"alkyl hydroperoxide reductase subunit F"	PROKKA_00145
PROKKA_00145_sense	-1.37124607303727	0.00034323201687938	-1.5284772910297	7.6887514701518e-05	-1.48645999923545	0.00362002555059137	-1.72762542369589	2.01188499351187e-05	ahpF_1	"alkyl hydroperoxide reductase subunit F"	PROKKA_00145
PROKKA_00146_sense	3.53410759734162	7.69837874084063e-11	2.97056362591695	7.36301654106125e-08	2.17538448408395	0.00210593012242377	3.15457885682849	1.15998546066424e-07	ppk2	"polyphosphate kinase"	PROKKA_00146
PROKKA_00165_antis	2.05164498059038	0.0262506452089214	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00165
PROKKA_00166_sense	-1.6315982521768	1.10378376684841e-05	-1.88504017847826	2.85575241149267e-07	-1.62504214171684	0.00123825624473487	-1.41464077905852	0.00191432459828575	opdC_1	"histidine porin OpdC"	PROKKA_00166
PROKKA_00169_sense	-0.949171972119866	0.000349477210155254	-1.27869683180871	4.29352476043809e-06	-1.16298087618379	0.00745614792106069	-0.831003571070082	0.0114636927539651	n/a	"putative outer membrane protein"	PROKKA_00169
PROKKA_00176_sense	-0.895678574074316	0.00486145109071278	-0.760739754240161	0.0395688298914465	NA	NA	NA	NA	siaA	"SiaA"	PROKKA_00176
PROKKA_00205_sense	4.95049340330666	1.16961426841135e-08	3.04232164287984	0.000440773267298534	NA	NA	2.84334774157422	2.14431466128677e-07	n/a	"hypothetical protein"	PROKKA_00205
PROKKA_00230_antis	-0.743472903585832	0.00729552302491185	NA	NA	NA	NA	NA	NA	n/a	"class II aldolase/adducin domain-containing protein"	PROKKA_00230
PROKKA_00231_sense	-1.23127014661151	0.0273520377109518	NA	NA	NA	NA	NA	NA	pauR_1	"PauR"	PROKKA_00231
PROKKA_00260_sense	1.36590359411025	0.00114153501080355	1.44742101979515	0.0010399479277534	NA	NA	NA	NA	hudA_1	"HudA"	PROKKA_00260
PROKKA_00264_sense	1.02642377657197	0.000482573398862693	NA	NA	NA	NA	0.849120088675157	0.0165251765408393	n/a	"ISPsy11 transposase OrfA"	PROKKA_00264
PROKKA_00266_sense	1.08660531394508	0.019174179743079	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00266
PROKKA_00273_sense	-1.06704528675849	0.00721868723087609	NA	NA	NA	NA	NA	NA	gabT	"4-aminobutyrate aminotransferase"	PROKKA_00273
PROKKA_00282_sense	2.40283463195383	0.000886171139691966	1.93464587607121	0.0149608899261986	1.81284275510616	0.036789541881032	1.84770017686345	0.038935438037168	vfr_1	"transcriptional regulator Vfr"	PROKKA_00282
PROKKA_00284_sense	NA	NA	-1.49230172557709	5.43142688751934e-06	-1.00137601443317	0.0343310942669475	NA	NA	n/a	"putative putative Zn-dependent protease with chaperone function"	PROKKA_00284
PROKKA_00290_sense	-1.33526112632409	0.0027248542234925	-1.34320469180623	0.00464101681437559	-1.68744927267709	0.000898135882950874	-1.49720916664802	0.00317769495781933	sbp	"sulfate-binding protein precursor"	PROKKA_00290
PROKKA_00291_sense	-1.63618575031821	0.000290870613754236	-1.1680075067532	0.042185919529587	-1.8054804129438	0.00108059851816288	-1.65075801843644	0.00166514012166557	n/a	"hypothetical protein"	PROKKA_00291
PROKKA_00298_sense	-1.33230579538959	2.86286835865875e-08	-0.918277204391042	0.000489929827437951	NA	NA	NA	NA	oprE	"Anaerobically-induced outer membrane porin OprE precursor"	PROKKA_00298
PROKKA_00300_sense	1.24606940872659	0.00726344408217688	NA	NA	NA	NA	NA	NA	aguB_1	"N-carbamoylputrescine amidohydrolase"	PROKKA_00300
PROKKA_00302_sense	1.62154216278782	0.0124334698194015	2.38829133034059	0.00093655085371801	NA	NA	1.91348627996748	0.0232388211222341	spuD_1	"polyamine transport protein"	PROKKA_00302
PROKKA_00304_antis	NA	NA	NA	NA	NA	NA	1.19080867582656	0.0171568326649896	n/a	"P1"	PROKKA_00304
PROKKA_00309_sense	-0.682030827391566	0.0260965992933769	NA	NA	NA	NA	NA	NA	spuE_2	"polyamine transport protein"	PROKKA_00309
PROKKA_00311_antis	1.35577392715038	0.00104374471260626	1.23088580693133	0.00832197838493519	NA	NA	NA	NA	spuG	"polyamine transport protein PotH"	PROKKA_00311
PROKKA_00315_sense	-0.86193434213597	0.00681817747734303	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00315
PROKKA_00324_sense	NA	NA	-1.22277261671709	0.02202451850913	NA	NA	NA	NA	n/a	"amino acid (lysine/arginine/ornithine/histidine/octopine) ABC transporter periplasmic binding protein"	PROKKA_00324
PROKKA_00325_sense	-1.6074751530105	4.86561502800965e-08	-1.67864639310276	2.26489854466625e-08	-1.93937802561578	3.08727893491023e-07	-1.56524463855054	1.78904843317648e-06	n/a	"ATPase"	PROKKA_00325
PROKKA_00326_sense	-1.08192047297969	4.4616905171e-05	-0.867874248541984	0.00315074973167477	NA	NA	NA	NA	serA_1	"D-3-phosphoglycerate dehydrogenase"	PROKKA_00326
PROKKA_00327_antis	-1.20650684319731	1.19176012777562e-07	-1.1499499017969	0.000279639430354998	-1.47600888733446	0.00209033338314022	-0.75763222653722	0.0114429598767223	n/a	"P2"	PROKKA_00327
PROKKA_00341_sense	NA	NA	-0.869317735190494	0.00616197256301932	NA	NA	NA	NA	n/a	"yegp protein"	PROKKA_00341
PROKKA_00348_sense	-1.43314621755604	0.0255104845780619	NA	NA	NA	NA	NA	NA	n/a	"putative hydrolase"	PROKKA_00348
PROKKA_00353_sense	-0.913648653235984	0.0069102712588896	NA	NA	NA	NA	NA	NA	n/a	"putative permease"	PROKKA_00353
PROKKA_00354_sense	-1.25507905906068	0.00526310488096503	NA	NA	NA	NA	NA	NA	lgt	"prolipoprotein diacylglyceryl transferase"	PROKKA_00354
PROKKA_00367_sense	-1.08966439185668	0.00597598867345635	NA	NA	NA	NA	NA	NA	n/a	"putative SAM-dependent methyltransferase"	PROKKA_00367
PROKKA_00376_sense	-0.864053588374263	0.0130474158745863	NA	NA	NA	NA	NA	NA	coaD	"phosphopantetheine adenylyltransferase"	PROKKA_00376
PROKKA_00381_sense	1.59566005925771	0.00492783271468608	NA	NA	1.58964598769773	0.0276485582780521	NA	NA	n/a	"putative acetyltransferase"	PROKKA_00381
PROKKA_00385_sense	-1.06466812917784	0.0100916493316121	NA	NA	NA	NA	NA	NA	n/a	"putative peptidase"	PROKKA_00385
PROKKA_00386_sense	NA	NA	-0.718960297014906	0.0405377375658733	NA	NA	NA	NA	pqqF_1	"pyrroloquinoline quinone biosynthesis protein F"	PROKKA_00386
PROKKA_00404_sense	-1.08834521013518	6.78742046476339e-05	-0.668534727595397	0.0389641400536995	-0.881623995618391	0.0440782874926954	-0.8036560871397	0.0189692621565133	metX	"homoserine O-acetyltransferase"	PROKKA_00404
PROKKA_00410_sense	-0.816553689887595	0.0275851340057051	NA	NA	NA	NA	NA	NA	pilT_1	"twitching motility protein PilT"	PROKKA_00410
PROKKA_00413_sense	-1.18517010581741	0.0270386128914775	NA	NA	NA	NA	NA	NA	n/a	"TM2 domain-containing protein"	PROKKA_00413
PROKKA_00414_sense	-1.46627817039825	0.00718907591581767	-1.57140260134476	0.00594970506781034	-1.46555925803978	0.0392579695178794	NA	NA	n/a	"cystathionine beta-synthase"	PROKKA_00414
PROKKA_00415_sense	-1.42793411639107	0.0178162393016432	NA	NA	NA	NA	NA	NA	metZ_1	"o-succinylhomoserine sulfhydrylase"	PROKKA_00415
PROKKA_00422_antis	NA	NA	0.764445086386088	0.0314605980851109	NA	NA	NA	NA	gshB	"glutathione synthetase"	PROKKA_00422
PROKKA_00423_sense	0.551849304590661	0.049130320259678	NA	NA	NA	NA	NA	NA	pilG_1	"twitching motility protein PilG"	PROKKA_00423
PROKKA_00426_sense	0.662579012690555	0.0367339011450987	NA	NA	NA	NA	NA	NA	pilJ_1	"twitching motility protein PilJ"	PROKKA_00426
PROKKA_00437_sense	-0.862925489311563	0.0144895666170287	NA	NA	NA	NA	NA	NA	n/a	"cytochrome b561"	PROKKA_00437
PROKKA_00438_sense	-1.42935864202616	6.50600708272021e-07	NA	NA	-1.24183330116473	0.00401815073169787	NA	NA	pasP	"PasP"	PROKKA_00438
PROKKA_00439_sense	-0.823603390247003	0.0114494857377599	NA	NA	-1.26654697742044	0.0030280073899114	-0.823085477395996	0.0197663228578484	mexR_1	"multidrug resistance operon repressor MexR"	PROKKA_00439
PROKKA_00440_sense	-1.38267123487806	3.82165915599099e-07	-1.07625102665617	0.000399339998394431	NA	NA	NA	NA	mexA	"Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexA precursor"	PROKKA_00440
PROKKA_00441_sense	-1.57824508701519	1.94466821582749e-11	-1.43819138515031	2.05093927902296e-08	-1.09569242539277	0.005823710283782	-0.702797759383865	0.0376426999044136	mexB	"Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexB"	PROKKA_00441
PROKKA_00442_sense	-1.38535160492088	1.04596117783495e-06	-0.862640143823082	0.0113269306296185	NA	NA	NA	NA	oprM_1	"Major intrinsic multiple antibiotic resistance efflux outer membrane protein OprM precursor"	PROKKA_00442
PROKKA_00447_sense	NA	NA	-0.631229577314094	0.0275828149428464	NA	NA	NA	NA	sahH	"S-adenosyl-L-homocysteine hydrolase"	PROKKA_00447
PROKKA_00468_sense	-1.60242074057253	0.00168252702887274	-1.30751994973099	0.0303585636268521	NA	NA	NA	NA	dbpA_1	"RNA helicase DbpA"	PROKKA_00468
PROKKA_00469_antis	-1.34971208803649	0.00431050997320643	NA	NA	-1.81425106961533	0.00566919655712386	NA	NA	n/a	"cspA"	PROKKA_00469
PROKKA_00469_sense	-1.48998693846767	7.8270519339123e-06	-1.05474343520943	0.00943464064437835	-1.27499150580104	0.0155796120035532	NA	NA	n/a	"cspA"	PROKKA_00469
PROKKA_00470_sense	-1.49657137137437	7.79074064002966e-05	-1.13890639786367	0.00729869936409191	-1.54609592614971	0.00450115943926874	NA	NA	capB_1	"cold acclimation protein B"	PROKKA_00470
PROKKA_00474_sense	2.24454996359421	0.00698247302063029	NA	NA	NA	NA	2.19111294537618	0.0254040321968695	clpB_1	"ClpB protein"	PROKKA_00474
PROKKA_00488_sense	NA	NA	NA	NA	NA	NA	-2.66884812219185	0.0268459507227394	fiuI_1	"FiuI"	PROKKA_00488
PROKKA_00498_sense	-1.51004505307812	4.27252983642635e-09	-1.26664164397143	5.44346237744469e-06	-1.02974617189235	0.0201313641958839	NA	NA	glcB	"malate synthase G"	PROKKA_00498
PROKKA_00513_antis	0.749967948448367	0.0112724655492124	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00513
PROKKA_00514_antis	1.29764802022687	0.00493504355654326	NA	NA	NA	NA	NA	NA	cupB2_1	"chaperone CupB2"	PROKKA_00514
PROKKA_00521_sense	-1.0035954396233	0.00913501674040794	-1.05177317178154	0.00679693949526224	NA	NA	NA	NA	liuA_1	"putative isovaleryl-CoA dehydrogenase"	PROKKA_00521
PROKKA_00524_sense	NA	NA	3.09785300344687	0.00539162917741183	NA	NA	2.73059110249746	0.02271008722834	nirF_1	"heme d1 biosynthesis protein NirF"	PROKKA_00524
PROKKA_00526_sense	3.73748352689019	0.00306737087681411	3.91767509686443	0.00721694850785357	NA	NA	5.46284982873337	0.00383517178879517	nirJ	"heme d1 biosynthesis protein NirJ"	PROKKA_00526
PROKKA_00531_sense	5.4762191401418	8.1995031423124e-05	3.92401655010144	0.000415874279068692	2.79304571639792	0.00900831511591505	NA	NA	nirF_2	"heme d1 biosynthesis protein NirF"	PROKKA_00531
PROKKA_00533_sense	6.0186629556438	0.000476889547139751	NA	NA	NA	NA	NA	NA	nirM	"cytochrome c-551 precursor"	PROKKA_00533
PROKKA_00534_sense	5.56567705554671	2.18986976778329e-19	3.12075679799199	6.74860739505905e-10	2.66301677490395	0.000106674839908915	3.768901264779	0.000411324441233183	nirS	"nitrite reductase precursor"	PROKKA_00534
PROKKA_00542_sense	2.83258063963526	5.04812609562453e-18	1.49255366789211	2.58648827280203e-05	NA	NA	1.99018943145383	5.82785481915101e-06	dnr	"transcriptional regulator Dnr"	PROKKA_00542
PROKKA_00544_sense	-1.76459606140555	0.0105474183806087	NA	NA	NA	NA	NA	NA	cynR_2	"transcriptional regulator CynR"	PROKKA_00544
PROKKA_00562_sense	2.9886137487601	8.11136568102619e-05	1.95654417072941	0.00979887174995299	1.82624364834344	0.0390969484440222	2.0234689478155	0.0228680359618377	gbcB_1	"GbcB"	PROKKA_00562
PROKKA_00563_antis	NA	NA	1.98211957852692	0.0438962830003112	NA	NA	NA	NA	metK	"methionine adenosyltransferase"	PROKKA_00563
PROKKA_00563_sense	-0.96097696763818	0.000535487144946519	-0.850423898551651	0.00655728110369605	NA	NA	NA	NA	metK	"methionine adenosyltransferase"	PROKKA_00563
PROKKA_00569_sense	NA	NA	-0.71741639835966	0.0481023882066951	NA	NA	NA	NA	pgk	"phosphoglycerate kinase"	PROKKA_00569
PROKKA_00571_sense	-1.12301947874672	9.44950200822023e-05	-1.20212423674824	7.87210648059244e-05	NA	NA	-0.793193989486035	0.044183189278445	n/a	"lipoprotein"	PROKKA_00571
PROKKA_00572_sense	-0.652168255722099	0.0417345369737732	-0.841159745557813	0.00832197838493519	NA	NA	NA	NA	fda	"fructose-1-6-bisphosphate aldolase"	PROKKA_00572
PROKKA_00576_sense	-0.924036064820278	0.0168147306035766	NA	NA	NA	NA	NA	NA	n/a	"fumarate reductase succinate dehydrogenase flavo protein"	PROKKA_00576
PROKKA_00577_sense	-1.32460728253257	4.00786214746083e-06	-0.983734414280733	0.00284644462157886	NA	NA	NA	NA	n/a	"putative metal-dependent hydrolase"	PROKKA_00577
PROKKA_00578_sense	-1.19769019239886	0.000445297675240309	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00578
PROKKA_00580_sense	-1.87176658180651	1.69112240425295e-10	-1.60628489726082	1.64064522640865e-06	-1.73081393239316	0.000160049651870766	-1.40625522881608	0.000272038566795758	yhaI	"Inner membrane protein YhaI"	PROKKA_00580
PROKKA_00593_sense	-1.49243713816095	0.0350614038105115	NA	NA	NA	NA	NA	NA	morA_2	"motility regulator"	PROKKA_00593
PROKKA_00594_sense	-0.808692108395781	0.000559807098933933	-0.613538550898389	0.02202451850913	-0.870986495431098	0.0309721783548362	NA	NA	rpoD	"sigma factor RpoD"	PROKKA_00594
PROKKA_00595_sense	NA	NA	NA	NA	NA	NA	-0.942509089027424	0.0108427878594928	dnaG	"DNA primase"	PROKKA_00595
PROKKA_00597_sense	-1.4519322557122	1.14324373089509e-08	-0.956383127287337	0.00182507028813018	-1.12830198491011	0.013651074729327	-0.886928956466331	0.00864545945034818	rpsU	"30S ribosomal protein S21"	PROKKA_00597
PROKKA_00612_sense	NA	NA	-0.641217815572953	0.0265047209842497	NA	NA	NA	NA	surA_1	"peptidyl-prolyl cis-trans isomerase SurA"	PROKKA_00612
PROKKA_00621_sense	2.0053544465041	7.66354908459039e-05	2.04104332509814	0.000242898520956604	2.13583144388822	0.000682533099218193	1.91034103081461	0.00220721165637377	agtA_2	"AgtA"	PROKKA_00621
PROKKA_00622_sense	1.97334615673972	0.000348691068353748	2.21877926443398	0.000285648613464973	2.08187681821198	0.00309243378921145	1.85393900626958	0.0046231627261813	agtB_3	"AgtB"	PROKKA_00622
PROKKA_00625_sense	-1.76566930367956	1.60732231395857e-06	-1.00590019922241	0.0367028351929765	NA	NA	NA	NA	rpe	"ribulose-phosphate 3-epimerase"	PROKKA_00625
PROKKA_00626_sense	-0.838145619478494	0.0118845789612454	NA	NA	NA	NA	NA	NA	n/a	"phosphoglycolate phosphatase"	PROKKA_00626
PROKKA_00628_sense	1.28922511860922	0.000171867886342466	0.995123514346573	0.011225821541603	NA	NA	NA	NA	prtN	"transcriptional regulator PrtN"	PROKKA_00628
PROKKA_00629_sense	0.931503716298607	0.00468234949469454	NA	NA	NA	NA	NA	NA	prtR_1	"transcriptional regulator PrtR"	PROKKA_00629
PROKKA_00631_sense	-1.86990428388447	1.45615286106549e-05	-1.82715218255426	4.23580344566212e-05	-1.93081875161145	0.000122100072785362	-1.15097386499799	0.048409299244065	ptrB_1	"repressor PtrB"	PROKKA_00631
PROKKA_00632_sense	-1.77360180015733	1.03949788273616e-05	-1.32567129192198	0.00337510769258004	-1.94203182913006	8.05219879498515e-05	-1.50062018294019	0.00118179453124148	n/a	"hypothetical protein"	PROKKA_00632
PROKKA_00633_sense	-2.58473423902466	8.89467282911013e-08	-2.46124441137264	1.65461331080835e-06	-1.78078995251511	0.011370503001644	-1.68128350179639	0.0150048802508838	n/a	"putative holin"	PROKKA_00633
PROKKA_00634_sense	-2.12553318068914	3.67192937085197e-08	-2.13276914606993	1.59747139374262e-09	-1.82645589367564	8.33991438055264e-05	-1.33616712351476	0.0035249895420702	n/a	"phage protein"	PROKKA_00634
PROKKA_00635_sense	-3.86035411120306	7.57867958296578e-17	-3.58856684151521	2.89004381545989e-17	-3.171298531872	1.6495010786773e-09	-2.26220045535439	0.000109386808826476	n/a	"putative baseplate assembly protein V"	PROKKA_00635
PROKKA_00636_sense	-3.96151239275052	8.13710238609611e-25	-3.56514429872277	5.0582384269446e-17	-3.06861183874422	6.75085295054148e-09	-2.33051336539487	1.7878424298801e-05	n/a	"putative bacteriophage protein"	PROKKA_00636
PROKKA_00637_sense	-3.55334479715056	2.9956609893481e-17	-3.51289992483352	6.87347928571087e-18	-3.09542669426768	8.82898263227248e-09	-2.11052831674175	0.0001108618618591	n/a	"putative bacteriophage protein"	PROKKA_00637
PROKKA_00638_sense	-3.56106088478708	5.43455852186716e-12	-3.38007438848363	2.95705337654962e-10	-3.30788348228053	7.84487911259421e-08	-2.40783272131162	0.000547604378941354	n/a	"putative bacteriophage protein"	PROKKA_00638
PROKKA_00639_sense	-2.99935862408832	1.31221821754714e-30	-2.7118744501328	7.69896824516747e-23	-2.45152615836659	2.64468519848434e-12	-1.71158118138841	4.91983047375308e-08	n/a	"putative bacteriophage protein"	PROKKA_00639
PROKKA_00640_sense	-3.76327742081109	8.21008238631952e-26	-3.42837462063243	3.97599663965434e-22	-3.28102426282311	5.33014825832813e-15	-2.23383813141231	2.77089977667186e-07	n/a	"prophage tail fimber assembly protein"	PROKKA_00640
PROKKA_00641_sense	-3.41129712297723	3.4867090724578e-28	-3.28925129060542	9.45717684180248e-29	-3.16631843570576	2.21878669777226e-17	-2.55959642551378	1.05305893079213e-11	n/a	"putative bacteriophage protein"	PROKKA_00641
PROKKA_00642_sense	-3.00746990136332	2.1530650348329e-16	-2.88574398459387	1.61353695098922e-16	-2.83234976590538	3.89489933416344e-11	-2.08168706563806	2.35150778603424e-06	n/a	"putative bacteriophage protein"	PROKKA_00642
PROKKA_00643_sense	-3.58631147564145	3.28436254336338e-14	-3.63177516709858	7.81887701307377e-15	-3.48656373086824	3.20800424504171e-11	-2.91662921847214	1.15998546066424e-07	n/a	"hypothetical protein"	PROKKA_00643
PROKKA_00644_sense	-3.10435321630624	4.06721359468194e-25	-3.54335103368856	1.33256789966006e-35	-3.15058575679002	1.05426723715391e-18	-2.11815487739014	2.9122506081154e-09	n/a	"putative tail length determinator protein"	PROKKA_00644
PROKKA_00645_sense	-2.89939733606701	6.853044878291e-10	-3.24381017822413	2.54170152396369e-11	-3.19593871820263	3.27307333689544e-09	-2.01835587531128	0.00185545404515269	n/a	"putative tail formation protein"	PROKKA_00645
PROKKA_00647_sense	-2.3876123938401	2.82166001861024e-12	-2.94477019325312	1.49419621168652e-21	-2.59700051939277	8.71732783983716e-11	-1.94527808868278	3.330154193231e-06	n/a	"putative phage late control gene D protein"	PROKKA_00647
PROKKA_00648_sense	-2.87962312445494	0.00237144147284545	-3.35325886628686	0.000131529289365359	-3.19647608429972	0.00171492502900811	NA	NA	n/a	"putative lytic enzyme"	PROKKA_00648
PROKKA_00653_antis	-1.99979729618415	0.0212410094693654	NA	NA	NA	NA	NA	NA	trpC	"indole-3-glycerol-phosphate synthase"	PROKKA_00653
PROKKA_00655_sense	-1.1956995265862	0.00304091591099954	NA	NA	NA	NA	NA	NA	n/a	"putative redox protein"	PROKKA_00655
PROKKA_00656_sense	-0.788746106639474	0.00378196875073549	-1.10537016541878	0.000101144509396939	-1.15103640473188	0.0183685055988528	NA	NA	speD	"S-adenosylmethionine decarboxylase proenzyme"	PROKKA_00656
PROKKA_00661_sense	-0.675895406475262	0.0402776940525848	NA	NA	NA	NA	NA	NA	n/a	"membrane protein"	PROKKA_00661
PROKKA_00666_sense	0.779846839148974	0.00351658709671313	NA	NA	NA	NA	NA	NA	n/a	"putative integral membrane protein"	PROKKA_00666
PROKKA_00667_sense	-0.821891416867387	0.0249363052500771	NA	NA	NA	NA	NA	NA	n/a	"iron-sulfur cluster insertion protein ErpA"	PROKKA_00667
PROKKA_00670_sense	-0.566309658561202	0.0275374517018584	NA	NA	NA	NA	NA	NA	tyrZ	"tyrosyl-tRNA synthetase 2"	PROKKA_00670
PROKKA_00674_sense	-1.64962550440525	2.11759749242822e-05	-1.79429897369115	8.23179740165368e-05	NA	NA	NA	NA	n/a	"23S ribosomal RNA"	PROKKA_00674
PROKKA_00676_sense	-1.83886799797045	4.96455205678715e-13	-1.31118660147351	8.80620555917371e-06	NA	NA	NA	NA	birA	"BirA bifunctional protein"	PROKKA_00676
PROKKA_00677_sense	-0.862869699320692	0.0108863914376154	-0.830766782668887	0.0397182669735702	NA	NA	NA	NA	n/a	"pantothenate kinase"	PROKKA_00677
PROKKA_00678_sense	-0.96211683716873	0.000520810971824992	-0.733332846728042	0.0269048031147693	NA	NA	NA	NA	n/a	"sporulation domain-containing protein"	PROKKA_00678
PROKKA_00679_sense	-0.935670651912769	0.0042389820635966	-1.3229508149751	0.000113066228127306	-1.47196049816612	0.00330522321124852	-1.17772851647892	0.00254548633685075	n/a	"tRNA-Tyr"	PROKKA_00679
PROKKA_00680_sense	-1.03792908333862	0.0110850918292175	-1.75154480930548	1.9207285189799e-05	-1.31410291627315	0.0233465184994061	NA	NA	n/a	"tRNA-Gly"	PROKKA_00680
PROKKA_00681_sense	-2.4964968795078	5.91083941270746e-10	-2.19259441698263	3.88209057384038e-07	-2.09126786295099	0.000207439557317185	-1.84073314415001	0.00015918365433096	n/a	"tRNA-Thr"	PROKKA_00681
