locus	CF39 Log2FoldChange_25vs41	CF39 padj_25vs41	CF39 Log2FoldChange_29vs41	CF39 padj_29vs41	CF39 Log2FoldChange_33vs41	CF39 padj_33vs41	CF39 Log2FoldChange_37vs41	CF39 padj_37vs41	gene	product	locusNumber
PROKKA_00104_antis	1.45359474833425	0.0275597701872696	1.47449812674751	0.0462398684796448	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00104
PROKKA_00104_sense	1.71948486125577	3.07212165203151e-07	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00104
PROKKA_00129_igbot	-1.60337104822505	0.00367189977853036	NA	NA	NA	NA	NA	NA	n/a	"putative plasmid stabilisation system protein"	PROKKA_00129
PROKKA_00129_sense	-1.42706810275479	0.00493127637342342	-1.17202090290131	0.0499066372061879	NA	NA	NA	NA	n/a	"putative plasmid stabilisation system protein"	PROKKA_00129
PROKKA_00130_sense	NA	NA	-0.889550786316588	0.0194550365340521	NA	NA	NA	NA	n/a	"putative transcriptional regulator"	PROKKA_00130
PROKKA_00133_antis	2.07267977351026	0.0367122529581946	NA	NA	NA	NA	NA	NA	n/a	"putative alkylphosphonate uptake protein"	PROKKA_00133
PROKKA_00144_antis	1.25569727076002	0.020082674897258	1.39061939646556	0.0199005742102925	NA	NA	NA	NA	ahpC	"alkyl hydroperoxide reductase subunit C"	PROKKA_00144
PROKKA_00144_igbot	1.32218056678825	0.0101320134448162	1.21112139633972	0.0281290341410128	NA	NA	1.33633415558915	0.0310936643195163	ahpC	"alkyl hydroperoxide reductase subunit C"	PROKKA_00144
PROKKA_00144_igtop	NA	NA	-0.881756350532184	0.00323373529352409	NA	NA	NA	NA	ahpC	"alkyl hydroperoxide reductase subunit C"	PROKKA_00144
PROKKA_00144_sense	-1.08985011369465	5.20024216668833e-06	-1.14073546740048	3.03808186338578e-06	-1.35552118516011	0.00139456149310536	-1.13651351346872	5.37806800263563e-05	ahpC	"alkyl hydroperoxide reductase subunit C"	PROKKA_00144
PROKKA_00145_antis	3.19602165117746	0.00251896190688284	2.53889929632656	0.0180336106670824	2.63260780242951	0.0257466432975584	2.43373641975445	0.0414313038457915	ahpF_1	"alkyl hydroperoxide reductase subunit F"	PROKKA_00145
PROKKA_00145_igtop	NA	NA	-1.58830266463481	0.0197361024202039	NA	NA	NA	NA	ahpF_1	"alkyl hydroperoxide reductase subunit F"	PROKKA_00145
PROKKA_00145_sense	-1.37124607303727	0.00034323201687938	-1.5284772910297	7.6887514701518e-05	-1.48645999923545	0.00362002555059137	-1.72762542369589	2.01188499351187e-05	ahpF_1	"alkyl hydroperoxide reductase subunit F"	PROKKA_00145
PROKKA_00146_sense	3.53410759734162	7.69837874084063e-11	2.97056362591695	7.36301654106125e-08	2.17538448408395	0.00210593012242377	3.15457885682849	1.15998546066424e-07	ppk2	"polyphosphate kinase"	PROKKA_00146
PROKKA_00165_antis	2.05164498059038	0.0262506452089214	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00165
PROKKA_00165_igbot	1.43178368661337	0.00320675116501823	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00165
PROKKA_00166_igbot	1.90505655769554	0.00175908925547018	NA	NA	NA	NA	NA	NA	opdC_1	"histidine porin OpdC"	PROKKA_00166
PROKKA_00166_sense	-1.6315982521768	1.10378376684841e-05	-1.88504017847826	2.85575241149267e-07	-1.62504214171684	0.00123825624473487	-1.41464077905852	0.00191432459828575	opdC_1	"histidine porin OpdC"	PROKKA_00166
PROKKA_00169_igtop	-1.49073642703142	1.06298492171859e-05	-1.46004072446105	5.70789067008315e-05	-1.28735500699916	0.00921521476816585	-1.00137304538303	0.0269304898614162	n/a	"putative outer membrane protein"	PROKKA_00169
PROKKA_00169_sense	-0.949171972119866	0.000349477210155254	-1.27869683180871	4.29352476043809e-06	-1.16298087618379	0.00745614792106069	-0.831003571070082	0.0114636927539651	n/a	"putative outer membrane protein"	PROKKA_00169
PROKKA_00176_sense	-0.895678574074316	0.00486145109071278	-0.760739754240161	0.0395688298914465	NA	NA	NA	NA	siaA	"SiaA"	PROKKA_00176
PROKKA_00205_sense	4.95049340330666	1.16961426841135e-08	3.04232164287984	0.000440773267298534	NA	NA	2.84334774157422	2.14431466128677e-07	n/a	"hypothetical protein"	PROKKA_00205
PROKKA_00206_igtop	2.86599862515668	0.00839341953654978	NA	NA	NA	NA	NA	NA	n/a	"putative esterase"	PROKKA_00206
PROKKA_00212_igbot	-1.61070527988596	0.0498110888670071	NA	NA	NA	NA	NA	NA	ampR_2	"transcriptional regulator AmpR"	PROKKA_00212
PROKKA_00230_antis	-0.743472903585832	0.00729552302491185	NA	NA	NA	NA	NA	NA	n/a	"class II aldolase/adducin domain-containing protein"	PROKKA_00230
PROKKA_00231_igtop	-1.05261461906261	0.0419197111704545	NA	NA	NA	NA	NA	NA	pauR_1	"PauR"	PROKKA_00231
PROKKA_00231_sense	-1.23127014661151	0.0273520377109518	NA	NA	NA	NA	NA	NA	pauR_1	"PauR"	PROKKA_00231
PROKKA_00260_sense	1.36590359411025	0.00114153501080355	1.44742101979515	0.0010399479277534	NA	NA	NA	NA	hudA_1	"HudA"	PROKKA_00260
PROKKA_00264_sense	1.02642377657197	0.000482573398862693	NA	NA	NA	NA	0.849120088675157	0.0165251765408393	n/a	"ISPsy11 transposase OrfA"	PROKKA_00264
PROKKA_00266_sense	1.08660531394508	0.019174179743079	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00266
PROKKA_00270_igbot	-1.64554938178414	3.76909039731359e-05	-1.24588769016828	0.00512104271207528	NA	NA	NA	NA	n/a	"tRNA-Arg"	PROKKA_00270
PROKKA_00273_sense	-1.06704528675849	0.00721868723087609	NA	NA	NA	NA	NA	NA	gabT	"4-aminobutyrate aminotransferase"	PROKKA_00273
PROKKA_00274_igtop	-1.98729173367804	0.00037299286426346	NA	NA	NA	NA	NA	NA	chpA_2	"component of chemotactic signal transduction system"	PROKKA_00274
PROKKA_00282_sense	2.40283463195383	0.000886171139691966	1.93464587607121	0.0149608899261986	1.81284275510616	0.036789541881032	1.84770017686345	0.038935438037168	vfr_1	"transcriptional regulator Vfr"	PROKKA_00282
PROKKA_00284_sense	NA	NA	-1.49230172557709	5.43142688751934e-06	-1.00137601443317	0.0343310942669475	NA	NA	n/a	"putative putative Zn-dependent protease with chaperone function"	PROKKA_00284
PROKKA_00290_sense	-1.33526112632409	0.0027248542234925	-1.34320469180623	0.00464101681437559	-1.68744927267709	0.000898135882950874	-1.49720916664802	0.00317769495781933	sbp	"sulfate-binding protein precursor"	PROKKA_00290
PROKKA_00291_sense	-1.63618575031821	0.000290870613754236	-1.1680075067532	0.042185919529587	-1.8054804129438	0.00108059851816288	-1.65075801843644	0.00166514012166557	n/a	"hypothetical protein"	PROKKA_00291
PROKKA_00293_igtop	-1.32176585797331	0.000375064978737796	NA	NA	NA	NA	NA	NA	desA_1	"delta-9 fatty acid desaturase DesA"	PROKKA_00293
PROKKA_00298_igtop	-0.826874757608047	0.00231310672100277	-0.683631118177123	0.0327276215374702	NA	NA	NA	NA	oprE	"Anaerobically-induced outer membrane porin OprE precursor"	PROKKA_00298
PROKKA_00298_sense	-1.33230579538959	2.86286835865875e-08	-0.918277204391042	0.000489929827437951	NA	NA	NA	NA	oprE	"Anaerobically-induced outer membrane porin OprE precursor"	PROKKA_00298
PROKKA_00300_sense	1.24606940872659	0.00726344408217688	NA	NA	NA	NA	NA	NA	aguB_1	"N-carbamoylputrescine amidohydrolase"	PROKKA_00300
PROKKA_00302_sense	1.62154216278782	0.0124334698194015	2.38829133034059	0.00093655085371801	NA	NA	1.91348627996748	0.0232388211222341	spuD_1	"polyamine transport protein"	PROKKA_00302
PROKKA_00304_antis	NA	NA	NA	NA	NA	NA	1.19080867582656	0.0171568326649896	n/a	"P1"	PROKKA_00304
PROKKA_00309_sense	-0.682030827391566	0.0260965992933769	NA	NA	NA	NA	NA	NA	spuE_2	"polyamine transport protein"	PROKKA_00309
PROKKA_00311_antis	1.35577392715038	0.00104374471260626	1.23088580693133	0.00832197838493519	NA	NA	NA	NA	spuG	"polyamine transport protein PotH"	PROKKA_00311
PROKKA_00314_igbot	1.79947283862062	0.0363738195714979	NA	NA	NA	NA	NA	NA	oruR_1	"transcriptional regulator OruR"	PROKKA_00314
PROKKA_00315_sense	-0.86193434213597	0.00681817747734303	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00315
PROKKA_00324_sense	NA	NA	-1.22277261671709	0.02202451850913	NA	NA	NA	NA	n/a	"amino acid (lysine/arginine/ornithine/histidine/octopine) ABC transporter periplasmic binding protein"	PROKKA_00324
PROKKA_00325_igbot	-1.13389085766877	0.0144236359328823	NA	NA	NA	NA	NA	NA	n/a	"ATPase"	PROKKA_00325
PROKKA_00325_sense	-1.6074751530105	4.86561502800965e-08	-1.67864639310276	2.26489854466625e-08	-1.93937802561578	3.08727893491023e-07	-1.56524463855054	1.78904843317648e-06	n/a	"ATPase"	PROKKA_00325
PROKKA_00326_sense	-1.08192047297969	4.4616905171e-05	-0.867874248541984	0.00315074973167477	NA	NA	NA	NA	serA_1	"D-3-phosphoglycerate dehydrogenase"	PROKKA_00326
PROKKA_00327_antis	-1.20650684319731	1.19176012777562e-07	-1.1499499017969	0.000279639430354998	-1.47600888733446	0.00209033338314022	-0.75763222653722	0.0114429598767223	n/a	"P2"	PROKKA_00327
PROKKA_00329_igtop	-2.04233798682715	0.0358547726806506	NA	NA	NA	NA	NA	NA	n/a	"putative fumarylacetoacetate hydrolase family protein"	PROKKA_00329
PROKKA_00341_sense	NA	NA	-0.869317735190494	0.00616197256301932	NA	NA	NA	NA	n/a	"yegp protein"	PROKKA_00341
PROKKA_00342_igbot	-0.949544025778242	0.0188803518833244	NA	NA	NA	NA	NA	NA	rpiA	"ribose 5-phosphate isomerase"	PROKKA_00342
PROKKA_00348_sense	-1.43314621755604	0.0255104845780619	NA	NA	NA	NA	NA	NA	n/a	"putative hydrolase"	PROKKA_00348
PROKKA_00353_sense	-0.913648653235984	0.0069102712588896	NA	NA	NA	NA	NA	NA	n/a	"putative permease"	PROKKA_00353
PROKKA_00354_sense	-1.25507905906068	0.00526310488096503	NA	NA	NA	NA	NA	NA	lgt	"prolipoprotein diacylglyceryl transferase"	PROKKA_00354
PROKKA_00367_igbot	-0.947417579715493	0.047890478646426	NA	NA	NA	NA	NA	NA	n/a	"putative SAM-dependent methyltransferase"	PROKKA_00367
PROKKA_00367_sense	-1.08966439185668	0.00597598867345635	NA	NA	NA	NA	NA	NA	n/a	"putative SAM-dependent methyltransferase"	PROKKA_00367
PROKKA_00376_sense	-0.864053588374263	0.0130474158745863	NA	NA	NA	NA	NA	NA	coaD	"phosphopantetheine adenylyltransferase"	PROKKA_00376
PROKKA_00381_sense	1.59566005925771	0.00492783271468608	NA	NA	1.58964598769773	0.0276485582780521	NA	NA	n/a	"putative acetyltransferase"	PROKKA_00381
PROKKA_00382_igbot	2.1397177956838	6.78016776448001e-06	NA	NA	NA	NA	NA	NA	n/a	"putative hydrolase"	PROKKA_00382
PROKKA_00385_sense	-1.06466812917784	0.0100916493316121	NA	NA	NA	NA	NA	NA	n/a	"putative peptidase"	PROKKA_00385
PROKKA_00386_sense	NA	NA	-0.718960297014906	0.0405377375658733	NA	NA	NA	NA	pqqF_1	"pyrroloquinoline quinone biosynthesis protein F"	PROKKA_00386
PROKKA_00396_igtop	-0.979713607669608	0.0367588436997031	NA	NA	NA	NA	-1.23839973686634	0.0168584352348403	micA	"DNA mismatch repair protein MicA"	PROKKA_00396
PROKKA_00403_igbot	1.53783169735456	0.0471600712217604	NA	NA	NA	NA	NA	NA	n/a	"putative methionine biosynthesis protein"	PROKKA_00403
PROKKA_00404_sense	-1.08834521013518	6.78742046476339e-05	-0.668534727595397	0.0389641400536995	-0.881623995618391	0.0440782874926954	-0.8036560871397	0.0189692621565133	metX	"homoserine O-acetyltransferase"	PROKKA_00404
PROKKA_00410_igtop	-1.08158149653281	0.0204943684338309	NA	NA	NA	NA	NA	NA	pilT_1	"twitching motility protein PilT"	PROKKA_00410
PROKKA_00410_sense	-0.816553689887595	0.0275851340057051	NA	NA	NA	NA	NA	NA	pilT_1	"twitching motility protein PilT"	PROKKA_00410
PROKKA_00413_sense	-1.18517010581741	0.0270386128914775	NA	NA	NA	NA	NA	NA	n/a	"TM2 domain-containing protein"	PROKKA_00413
PROKKA_00414_sense	-1.46627817039825	0.00718907591581767	-1.57140260134476	0.00594970506781034	-1.46555925803978	0.0392579695178794	NA	NA	n/a	"cystathionine beta-synthase"	PROKKA_00414
PROKKA_00415_sense	-1.42793411639107	0.0178162393016432	NA	NA	NA	NA	NA	NA	metZ_1	"o-succinylhomoserine sulfhydrylase"	PROKKA_00415
PROKKA_00422_antis	NA	NA	0.764445086386088	0.0314605980851109	NA	NA	NA	NA	gshB	"glutathione synthetase"	PROKKA_00422
PROKKA_00423_igtop	2.41478906827416	5.91535800150495e-21	1.63835820399652	1.53349192302109e-08	1.69731516883999	3.12357571824672e-05	1.60073024928233	5.72336627574283e-07	pilG_1	"twitching motility protein PilG"	PROKKA_00423
PROKKA_00423_sense	0.551849304590661	0.049130320259678	NA	NA	NA	NA	NA	NA	pilG_1	"twitching motility protein PilG"	PROKKA_00423
PROKKA_00426_sense	0.662579012690555	0.0367339011450987	NA	NA	NA	NA	NA	NA	pilJ_1	"twitching motility protein PilJ"	PROKKA_00426
PROKKA_00428_igtop	NA	NA	1.88344773795749	0.0339920452786897	NA	NA	NA	NA	chpA_3	"component of chemotactic signal transduction system"	PROKKA_00428
PROKKA_00437_sense	-0.862925489311563	0.0144895666170287	NA	NA	NA	NA	NA	NA	n/a	"cytochrome b561"	PROKKA_00437
PROKKA_00438_sense	-1.42935864202616	6.50600708272021e-07	NA	NA	-1.24183330116473	0.00401815073169787	NA	NA	pasP	"PasP"	PROKKA_00438
PROKKA_00439_igbot	NA	NA	-2.18556020057415	0.0140124410118607	NA	NA	NA	NA	mexR_1	"multidrug resistance operon repressor MexR"	PROKKA_00439
PROKKA_00439_sense	-0.823603390247003	0.0114494857377599	NA	NA	-1.26654697742044	0.0030280073899114	-0.823085477395996	0.0197663228578484	mexR_1	"multidrug resistance operon repressor MexR"	PROKKA_00439
PROKKA_00440_igtop	-1.83270657275165	1.04344865023664e-08	-0.88201541274201	0.0290760375667318	NA	NA	NA	NA	mexA	"Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexA precursor"	PROKKA_00440
PROKKA_00440_sense	-1.38267123487806	3.82165915599099e-07	-1.07625102665617	0.000399339998394431	NA	NA	NA	NA	mexA	"Resistance-Nodulation-Cell Division (RND) multidrug efflux membrane fusion protein MexA precursor"	PROKKA_00440
PROKKA_00441_sense	-1.57824508701519	1.94466821582749e-11	-1.43819138515031	2.05093927902296e-08	-1.09569242539277	0.005823710283782	-0.702797759383865	0.0376426999044136	mexB	"Resistance-Nodulation-Cell Division (RND) multidrug efflux transporter MexB"	PROKKA_00441
PROKKA_00442_sense	-1.38535160492088	1.04596117783495e-06	-0.862640143823082	0.0113269306296185	NA	NA	NA	NA	oprM_1	"Major intrinsic multiple antibiotic resistance efflux outer membrane protein OprM precursor"	PROKKA_00442
PROKKA_00446_igbot	-1.49047166333724	0.0274241372021215	NA	NA	NA	NA	NA	NA	spoT_1	"guanosine-3'5'-bis(diphosphate) 3'-pyrophosphohydrolase"	PROKKA_00446
PROKKA_00447_sense	NA	NA	-0.631229577314094	0.0275828149428464	NA	NA	NA	NA	sahH	"S-adenosyl-L-homocysteine hydrolase"	PROKKA_00447
PROKKA_00468_sense	-1.60242074057253	0.00168252702887274	-1.30751994973099	0.0303585636268521	NA	NA	NA	NA	dbpA_1	"RNA helicase DbpA"	PROKKA_00468
PROKKA_00469_antis	-1.34971208803649	0.00431050997320643	NA	NA	-1.81425106961533	0.00566919655712386	NA	NA	n/a	"cspA"	PROKKA_00469
PROKKA_00469_igtop	-1.13428514831199	0.000529556436347955	-1.06643714474759	0.00363237944997114	-1.13813850906539	0.0165129464260271	NA	NA	n/a	"cspA"	PROKKA_00469
PROKKA_00469_sense	-1.48998693846767	7.8270519339123e-06	-1.05474343520943	0.00943464064437835	-1.27499150580104	0.0155796120035532	NA	NA	n/a	"cspA"	PROKKA_00469
PROKKA_00470_sense	-1.49657137137437	7.79074064002966e-05	-1.13890639786367	0.00729869936409191	-1.54609592614971	0.00450115943926874	NA	NA	capB_1	"cold acclimation protein B"	PROKKA_00470
PROKKA_00474_sense	2.24454996359421	0.00698247302063029	NA	NA	NA	NA	2.19111294537618	0.0254040321968695	clpB_1	"ClpB protein"	PROKKA_00474
PROKKA_00488_sense	NA	NA	NA	NA	NA	NA	-2.66884812219185	0.0268459507227394	fiuI_1	"FiuI"	PROKKA_00488
PROKKA_00498_sense	-1.51004505307812	4.27252983642635e-09	-1.26664164397143	5.44346237744469e-06	-1.02974617189235	0.0201313641958839	NA	NA	glcB	"malate synthase G"	PROKKA_00498
PROKKA_00499_igbot	-1.93388102775607	9.06156178754505e-12	-1.66638560658044	4.02507218887219e-09	-1.10286751648628	0.0145538105981872	-1.05503590997226	0.00858137565776319	n/a	"putative acetyltransferase"	PROKKA_00499
PROKKA_00501_igbot	-1.51131543321156	0.00957237740096552	NA	NA	NA	NA	NA	NA	n/a	"putative permease"	PROKKA_00501
PROKKA_00501_igtop	2.25141882279208	4.84342281433106e-06	1.69641570254213	0.0016412108695396	2.06965404107048	0.00350187258505876	NA	NA	n/a	"putative permease"	PROKKA_00501
PROKKA_00513_antis	0.749967948448367	0.0112724655492124	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_00513
PROKKA_00514_antis	1.29764802022687	0.00493504355654326	NA	NA	NA	NA	NA	NA	cupB2_1	"chaperone CupB2"	PROKKA_00514
PROKKA_00521_igtop	-1.34096508048621	0.000225526696720698	NA	NA	NA	NA	NA	NA	liuA_1	"putative isovaleryl-CoA dehydrogenase"	PROKKA_00521
PROKKA_00521_sense	-1.0035954396233	0.00913501674040794	-1.05177317178154	0.00679693949526224	NA	NA	NA	NA	liuA_1	"putative isovaleryl-CoA dehydrogenase"	PROKKA_00521
PROKKA_00522_igtop	3.68846035289288	0.00157177828597878	2.67390974614715	0.0257358546131074	NA	NA	NA	NA	gcdH_2	"glutaryl-CoA dehydrogenase"	PROKKA_00522
PROKKA_00524_sense	NA	NA	3.09785300344687	0.00539162917741183	NA	NA	2.73059110249746	0.02271008722834	nirF_1	"heme d1 biosynthesis protein NirF"	PROKKA_00524
PROKKA_00526_sense	3.73748352689019	0.00306737087681411	3.91767509686443	0.00721694850785357	NA	NA	5.46284982873337	0.00383517178879517	nirJ	"heme d1 biosynthesis protein NirJ"	PROKKA_00526
PROKKA_00531_sense	5.4762191401418	8.1995031423124e-05	3.92401655010144	0.000415874279068692	2.79304571639792	0.00900831511591505	NA	NA	nirF_2	"heme d1 biosynthesis protein NirF"	PROKKA_00531
PROKKA_00533_sense	6.0186629556438	0.000476889547139751	NA	NA	NA	NA	NA	NA	nirM	"cytochrome c-551 precursor"	PROKKA_00533
PROKKA_00534_sense	5.56567705554671	2.18986976778329e-19	3.12075679799199	6.74860739505905e-10	2.66301677490395	0.000106674839908915	3.768901264779	0.000411324441233183	nirS	"nitrite reductase precursor"	PROKKA_00534
PROKKA_00535_igtop	2.29610714514533	0.000810603103935852	1.63213462978151	0.0300591528293023	NA	NA	NA	NA	nirQ_1	"regulatory protein NirQ"	PROKKA_00535
PROKKA_00542_sense	2.83258063963526	5.04812609562453e-18	1.49255366789211	2.58648827280203e-05	NA	NA	1.99018943145383	5.82785481915101e-06	dnr	"transcriptional regulator Dnr"	PROKKA_00542
PROKKA_00544_sense	-1.76459606140555	0.0105474183806087	NA	NA	NA	NA	NA	NA	cynR_2	"transcriptional regulator CynR"	PROKKA_00544
PROKKA_00562_sense	2.9886137487601	8.11136568102619e-05	1.95654417072941	0.00979887174995299	1.82624364834344	0.0390969484440222	2.0234689478155	0.0228680359618377	gbcB_1	"GbcB"	PROKKA_00562
PROKKA_00563_antis	NA	NA	1.98211957852692	0.0438962830003112	NA	NA	NA	NA	metK	"methionine adenosyltransferase"	PROKKA_00563
PROKKA_00563_sense	-0.96097696763818	0.000535487144946519	-0.850423898551651	0.00655728110369605	NA	NA	NA	NA	metK	"methionine adenosyltransferase"	PROKKA_00563
PROKKA_00565_igtop	-1.25175588369239	0.00109889379584255	NA	NA	NA	NA	NA	NA	tktA	"transketolase"	PROKKA_00565
PROKKA_00568_igtop	-2.17687277156833	0.0422895307837883	NA	NA	NA	NA	NA	NA	epd	"D-erythrose 4-phosphate dehydrogenase"	PROKKA_00568
PROKKA_00569_sense	NA	NA	-0.71741639835966	0.0481023882066951	NA	NA	NA	NA	pgk	"phosphoglycerate kinase"	PROKKA_00569
PROKKA_00571_igtop	NA	NA	-0.963344430295548	0.0255685703239921	NA	NA	NA	NA	n/a	"lipoprotein"	PROKKA_00571
PROKKA_00571_sense	-1.12301947874672	9.44950200822023e-05	-1.20212423674824	7.87210648059244e-05	NA	NA	-0.793193989486035	0.044183189278445	n/a	"lipoprotein"	PROKKA_00571
PROKKA_00572_igtop	NA	NA	-0.743074857382596	0.0165540170874693	NA	NA	NA	NA	fda	"fructose-1-6-bisphosphate aldolase"	PROKKA_00572
