PROKKA_00705_antis,PROKKA_00705,PA4258,rplV,PA4258,50S ribosomal protein L22,GIY05_RS03525,GIY05_RS03525_antis
PROKKA_00720_antis,PROKKA_00720,PA4243,secY,PA4243,secretion protein SecY,GIY05_RS03600,GIY05_RS03600_antis
PROKKA_00723_sense,PROKKA_00723,PA4240,rpsK,PA4240,30S ribosomal protein S11,GIY05_RS03615,GIY05_RS03615_sense
PROKKA_00729_sense,PROKKA_00729,PA4234,uvrA,PA4234,excinuclease ABC subunit A,GIY05_RS03645,GIY05_RS03645_sense
PROKKA_00821_sense,PROKKA_00821,PA4141,Hypothetical Protein,PA4141,hypothetical protein,GIY05_RS04105,GIY05_RS04105_sense
PROKKA_00823_sense,PROKKA_00823,PA4139,Hypothetical Protein,PA4139,hypothetical protein,GIY05_RS04115,GIY05_RS04115_sense
PROKKA_00833_sense,PROKKA_00833,N/A,N/A,N/A,N/A,GIY05_RS04165,GIY05_RS04165_sense
PROKKA_00834_sense,PROKKA_00834,N/A,N/A,N/A,N/A,GIY05_RS04170,GIY05_RS04170_sense
PROKKA_00838_antis,PROKKA_00838,N/A,N/A,PA0611 (PI: 45.0%),transcriptional regulator PrtR,GIY05_RS04190,GIY05_RS04190_antis
PROKKA_00852_sense,PROKKA_00852,N/A,N/A,N/A,N/A,GIY05_RS04260,GIY05_RS04260_sense
PROKKA_00853_sense,PROKKA_00853,N/A,N/A,"PA0629 (PC: 99%, PI:  49.8%)",conserved hypothetical protein,GIY05_RS04265,GIY05_RS04265_sense
PROKKA_00854_sense,PROKKA_00854,N/A,N/A,N/A,N/A,GIY05_RS04270,GIY05_RS04270_sense
PROKKA_00855_sense,PROKKA_00855,N/A,N/A,N/A,N/A,GIY05_RS04275,GIY05_RS04275_sense
PROKKA_00856_sense,PROKKA_00856,N/A,N/A,N/A,N/A,GIY05_RS04280,GIY05_RS04280_sense
PROKKA_00857_sense,PROKKA_00857,N/A,N/A,N/A,N/A,GIY05_RS04285,GIY05_RS04285_sense
PROKKA_00858_sense,PROKKA_00858,N/A,N/A,N/A,N/A,GIY05_RS04290,GIY05_RS04290_sense
PROKKA_00859_sense,PROKKA_00859,N/A,N/A,N/A,N/A,GIY05_RS04295,GIY05_RS04295_sense
PROKKA_00860_sense,PROKKA_00860,N/A,N/A,N/A,N/A,GIY05_RS04300,GIY05_RS04300_sense
PROKKA_00861_sense,PROKKA_00861,N/A,N/A,N/A,N/A,GIY05_RS04305,GIY05_RS04305_sense
PROKKA_00862_sense,PROKKA_00862,N/A,N/A,N/A,N/A,GIY05_RS04310,GIY05_RS04310_sense
PROKKA_00863_sense,PROKKA_00863,N/A,N/A,N/A,N/A,GIY05_RS04315,GIY05_RS04315_sense
PROKKA_00864_sense,PROKKA_00864,N/A,N/A,N/A,N/A,GIY05_RS04320,GIY05_RS04320_sense
PROKKA_00865_sense,PROKKA_00865,N/A,N/A,N/A,N/A,GIY05_RS04325,GIY05_RS04325_sense
PROKKA_00866_sense,PROKKA_00866,N/A,N/A,N/A,N/A,GIY05_RS04330,GIY05_RS04330_sense
PROKKA_00867_sense,PROKKA_00867,N/A,N/A,N/A,N/A,GIY05_RS04335,GIY05_RS04335_sense
PROKKA_00868_sense,PROKKA_00868,N/A,N/A,N/A,N/A,GIY05_RS04340,GIY05_RS04340_sense
PROKKA_00869_sense,PROKKA_00869,N/A,N/A,N/A,N/A,GIY05_RS04345,GIY05_RS04345_sense
PROKKA_00870_sense,PROKKA_00870,N/A,N/A,N/A,N/A,GIY05_RS04350,GIY05_RS04350_sense
PROKKA_00872_sense,PROKKA_00872,N/A,N/A,N/A,N/A,GIY05_RS04360,GIY05_RS04360_sense
PROKKA_00873_sense,PROKKA_00873,N/A,N/A,N/A,N/A,GIY05_RS04365,GIY05_RS04365_sense
PROKKA_00874_sense,PROKKA_00874,N/A,N/A,N/A,N/A,GIY05_RS04370,GIY05_RS04370_sense
PROKKA_00876_sense,PROKKA_00876,N/A,N/A,N/A,N/A,GIY05_RS04380,GIY05_RS04380_sense
PROKKA_00879_sense,PROKKA_00879,N/A,N/A,N/A,N/A,GIY05_RS04395,GIY05_RS04395_sense
PROKKA_00882_sense,PROKKA_00882,N/A,N/A,PA0647 (PI: 50%),hypothetical protein,GIY05_RS04410,GIY05_RS04410_sense
PROKKA_01281_sense,PROKKA_01281,PA3740,Hypothetical Protein,PA3740,hypothetical protein,GIY05_RS06405,GIY05_RS06405_sense
PROKKA_01285_sense,PROKKA_01285,N/A,Intergenic region,N/A,N/A,GIY05_RS06425,GIY05_RS06425_sense
PROKKA_01291_sense,PROKKA_01291,PA3732,Uncharistic Protein,PA3732,Uncharacterized protein,GIY05_RS06455,GIY05_RS06455_sense
PROKKA_01301_sense,PROKKA_01301,PA3722,Hypothetical Protein,PA3722,hypothetical protein,GIY05_RS06505,GIY05_RS06505_sense
PROKKA_01423_sense,PROKKA_01423,PA3601,Conserved Hypothetical Protein,PA3601,conserved hypothetical protein,GIY05_RS07115,GIY05_RS07115_sense
PROKKA_01448_antis,PROKKA_01448,N/A,Intergenic region,N/A,N/A,GIY05_RS07240,GIY05_RS07240_antis
PROKKA_01500_sense,PROKKA_01500,PA3531,bfrB,PA3531,bacterioferritin,GIY05_RS07500,GIY05_RS07500_sense
PROKKA_01505_sense,PROKKA_01505,PA3526,motY,PA3526,MotY,GIY05_RS07525,GIY05_RS07525_sense
PROKKA_01662_sense,PROKKA_01662,PA3353,flgZ,PA3353,FlgZ,GIY05_RS08310,GIY05_RS08310_sense
PROKKA_01664_sense,PROKKA_01664,PA3351,flgM,PA3351,FlgM,GIY05_RS08320,GIY05_RS08320_sense
PROKKA_01665_sense,PROKKA_01665,PA3350,Hypothetical Protein,PA3350,hypothetical protein,GIY05_RS08325,GIY05_RS08325_sense
PROKKA_01665_antis,PROKKA_01665,PA3350,Hypothetical Protein,PA3350,hypothetical protein,GIY05_RS08325,GIY05_RS08325_antis
PROKKA_01666_sense,PROKKA_01666,PA3349,Probable Chemotaxis Protein,PA3349,probable chemotaxis protein,GIY05_RS08330,GIY05_RS08330_sense
PROKKA_01667_sense,PROKKA_01667,PA3348,cheR1,PA3348,CheR1,GIY05_RS08335,GIY05_RS08335_sense
PROKKA_01675_sense,PROKKA_01675,PA3340,Hypothetical Protein,PA3340,"hypothetical protein (PI: 50%  to PA3115, Motility protein FimV)",GIY05_RS08375,GIY05_RS08375_sense
PROKKA_01711_antis,PROKKA_01711,PA3305,phrS (overlap with PROKKA_01712),N/A,"No protein associated with, maybe RNA?",GIY05_RS08555,GIY05_RS08555_antis
PROKKA_01712_antis,PROKKA_01712,PA3305,phrS (overlap with PROKKA_01711),N/A,N/A,GIY05_RS08560,GIY05_RS08560_antis
PROKKA_01754_sense,PROKKA_01754,PA3266,capB (really PROKKA_01755?),N/A,"No protein associated with, maybe RNA?",GIY05_RS08770,GIY05_RS08770_sense
PROKKA_01767_antis,PROKKA_01767,PA3258,Hypothetical Protein,PA3258,hypothetical protein,GIY05_RS08835,GIY05_RS08835_antis
PROKKA_01772_antis,PROKKA_01772,PA3253,Probable Permease of ABC Transporter,PA3253,probable permease of ABC transporter,GIY05_RS08860,GIY05_RS08860_antis
PROKKA_01780_sense,PROKKA_01780,PA3245,minE,PA3245,cell division topological specificity factor MinE,GIY05_RS08900,GIY05_RS08900_sense
PROKKA_01878_antis,PROKKA_01878,PA3141,wbpM,PA3141,nucleotide sugar epimerase/dehydratase WbpM,GIY05_RS09390,GIY05_RS09390_antis
PROKKA_01933_antis,PROKKA_01933,PA3094,Probable Transcriptional Regulator,PA3094,probable transcriptional regulator,GIY05_RS09665,GIY05_RS09665_antis
PROKKA_01935_sense,PROKKA_01935,PA3092,fadH1,PA3092,"2,4-dienoyl-CoA reductase FadH1",GIY05_RS09675,GIY05_RS09675_sense
PROKKA_01964_sense,PROKKA_01964,PA3064,pelA,PA3064,PelA,GIY05_RS09820,GIY05_RS09820_sense
PROKKA_01965_sense,PROKKA_01965,PA3063,pelB,PA3063,PelB,GIY05_RS09825,GIY05_RS09825_sense
PROKKA_01967_sense,PROKKA_01967,PA3061,pelD,PA3061,PelD,GIY05_RS09835,GIY05_RS09835_sense
PROKKA_01968_sense,PROKKA_01968,PA3060,pelE,PA3060,PelE,GIY05_RS09840,GIY05_RS09840_sense
PROKKA_01970_sense,PROKKA_01970,PA3058,pelG,PA3058,PelG,GIY05_RS09850,GIY05_RS09850_sense
PROKKA_02065_sense,PROKKA_02065,PA2967,fabG,PA2967,3-oxoacyl-[acyl-carrier-protein] reductase,GIY05_RS10325,GIY05_RS10325_sense
PROKKA_02106_antis,PROKKA_02106,N/A,N/A,N/A,N/A,GIY05_RS10530,GIY05_RS10530_antis
PROKKA_02236_sense,PROKKA_02236,PA2867,Probable Chemotaxis Protein,PA2867,probable chemotaxis transducer,GIY05_RS11180,GIY05_RS11180_sense
PROKKA_02384_antis,PROKKA_02384,PA2743,infC,PA2743,translation initiation factor IF-3,GIY05_RS11920,GIY05_RS11920_antis
PROKKA_02393_sense,PROKKA_02393,N/A,N/A,N/A,N/A,GIY05_RS11965,GIY05_RS11965_sense
PROKKA_02402_antis,PROKKA_02402,PA2725,Probable Chaperone,PA2725,probable chaperone,GIY05_RS12010,GIY05_RS12010_antis
PROKKA_02474_sense,PROKKA_02474,PA2654,tylpQ,PA2654,TlpQ,GIY05_RS12370,GIY05_RS12370_sense
PROKKA_02566_antis,PROKKA_02566,N/A,N/A,N/A,N/A,GIY05_RS12830,GIY05_RS12830_antis
PROKKA_02567_sense,PROKKA_02567,N/A,N/A,N/A,N/A,GIY05_RS12835,GIY05_RS12835_sense
PROKKA_02568_antis,PROKKA_02568,N/A,N/A,PA2510 (PI: 35.7%),transcriptional regulator CatR,GIY05_RS12840,GIY05_RS12840_antis
PROKKA_02570_sense,PROKKA_02570,N/A,N/A,PA3965 (PI: 45.7%),probable transcriptional regulator,GIY05_RS12850,GIY05_RS12850_sense
PROKKA_02574_antis,PROKKA_02574,"PA3809 (PI: 75.9%, PC: 66.1%)",fdx2,PA3809 (PI: 63.4%),ferredoxin [2Fe-2S],GIY05_RS12870,GIY05_RS12870_antis
PROKKA_02576_antis,PROKKA_02576,N/A,N/A,PA3920 (PI: 46.6%), CopA1,GIY05_RS12880,GIY05_RS12880_antis
PROKKA_02580_antis,PROKKA_02580,N/A,N/A,PA2520 (PI: 33.2%),Resistance-Nodulation-Cell Division (RND) divalent metal cation efflux transporter CzcA,GIY05_RS12900,GIY05_RS12900_antis
PROKKA_02610_antis,PROKKA_02610,N/A,N/A,N/A,N/A,GIY05_RS13050,GIY05_RS13050_antis
PROKKA_02612_antis,PROKKA_02612,N/A,N/A,N/A,N/A,GIY05_RS13060,GIY05_RS13060_antis
PROKKA_02613_antis,PROKKA_02613,N/A,N/A,N/A,N/A,GIY05_RS13065,GIY05_RS13065_antis
PROKKA_02618_antis,PROKKA_02618,N/A,N/A,N/A,N/A,GIY05_RS13090,GIY05_RS13090_antis
PROKKA_02718_antis,PROKKA_02718,N/A,N/A,N/A,N/A,GIY05_RS13590,GIY05_RS13590_antis
PROKKA_02737_antis,PROKKA_02737,N/A,N/A,N/A,N/A,GIY05_RS13685,GIY05_RS13685_antis
PROKKA_02868_sense,PROKKA_02868,PA2463,Hypothetical Protein,PA2463,hypothetical protein,GIY05_RS14340,GIY05_RS14340_sense
PROKKA_02869_sense,PROKKA_02869,PA2462,Hypothetical Protein,PA2462,hypothetical protein,GIY05_RS14345,GIY05_RS14345_sense
PROKKA_02871_sense,PROKKA_02871,"PA2462 (PI: 97.7%, PC: 60.6%)",Hypothetical Protein,PA2462,hypothetical protein,GIY05_RS14355,GIY05_RS14355_sense
PROKKA_03123_sense,PROKKA_03123,N/A,N/A,N/A,N/A,GIY05_RS15615,GIY05_RS15615_sense
PROKKA_03125_sense,PROKKA_03125,N/A,N/A,N/A,N/A,GIY05_RS15625,GIY05_RS15625_sense
PROKKA_03451_sense,PROKKA_03451,PA1967,Hypothetical Protein,PA1967,hypothetical protein,GIY05_RS17255,GIY05_RS17255_sense
PROKKA_03503_sense,PROKKA_03503,PA1913,Hypothetical Protein,PA1913,hypothetical protein,GIY05_RS17515,GIY05_RS17515_sense
PROKKA_03522_sense,PROKKA_03522,PA1895,Hypothetical Protein,PA1895,hypothetical protein,GIY05_RS17610,GIY05_RS17610_sense
PROKKA_03575_sense,PROKKA_03575,PA1845,tsi1,PA1845,Tsi1,GIY05_RS17875,GIY05_RS17875_sense
PROKKA_03624_antis,PROKKA_03624,PA1799,parR,PA1799,"two-component response regulator, ParR",GIY05_RS18120,GIY05_RS18120_antis
PROKKA_03625_antis,PROKKA_03625,PA1798,parS,PA1798,"two-component sensor, ParS",GIY05_RS18125,GIY05_RS18125_antis
PROKKA_03626_antis,PROKKA_03626,PA1797,Hypothetical Protein,PA1797,hypothetical protein,GIY05_RS18130,GIY05_RS18130_antis
PROKKA_03630_sense,PROKKA_03630,PA1796.3,tRNA-Leu,N/A,tRNA,GIY05_RS18150,GIY05_RS18150_sense
PROKKA_03655_sense,PROKKA_03655,PA1775,cmpX,PA1775,"conserved cytoplasmic membrane protein, CmpX protein",GIY05_RS18275,GIY05_RS18275_sense
PROKKA_03704_sense,PROKKA_03704,PA1727,mucR,PA1727,MucR,GIY05_RS18520,GIY05_RS18520_sense
PROKKA_03753_sense,PROKKA_03753,PA1679,Hypothetical Protein,PA1679,hypothetical protein,GIY05_RS18765,GIY05_RS18765_sense
PROKKA_03826_sense,PROKKA_03826,PA1608,Probable Chemotaxis Protein,PA1608,probable chemotaxis transducer,GIY05_RS19130,GIY05_RS19130_sense
PROKKA_03876_sense,PROKKA_03876,PA1561,aer,PA1561,aerotaxis receptor Aer,GIY05_RS19380,GIY05_RS19380_sense
PROKKA_03892_antis,PROKKA_03892,PA1546,hemN,PA1546,oxygen-independent coproporphyrinogen III oxidase,GIY05_RS19460,GIY05_RS19460_antis
PROKKA_03893_sense,PROKKA_03893,PA1545,Hypothetical Protein,PA1545,hypothetical protein,GIY05_RS19465,GIY05_RS19465_sense
PROKKA_03972_sense,PROKKA_03972,PA1324,P9,N/A,RNA? No protein associated with tag,GIY05_RS19860,GIY05_RS19860_sense
PROKKA_04085_sense,PROKKA_04085,PA1441,putative flagellar hook-length control protein FliK,PA1441,putative flagellar hook-length control protein FliK,GIY05_RS20425,GIY05_RS20425_sense
PROKKA_04103_sense,PROKKA_04103,PA1423,bldA,PA1423,BdlA,GIY05_RS20515,GIY05_RS20515_sense
PROKKA_04242_sense,PROKKA_04242,PA1183,dctA,PA1183,C4-dicarboxylate transport protein,GIY05_RS21210,GIY05_RS21210_sense
PROKKA_04298_sense,PROKKA_04298,PA1132,Hypothetical Protein,PA1132,hypothetical protein,GIY05_RS21490,GIY05_RS21490_sense
PROKKA_04336_sense,PROKKA_04336,N/A,N/A,PA1096,hypothetical protein,GIY05_RS21680,GIY05_RS21680_sense
PROKKA_04337_sense,PROKKA_04337,"PA1095 (PI: 75.0%, PC: 73.5%)",Hypothetical Protein,PA1095,hypothetical protein,GIY05_RS21685,GIY05_RS21685_sense
PROKKA_04339_sense,PROKKA_04339,"PA1094 (PI: 71.3%, PC: 31.8%)",fliD,PA1094 (PI: 43.0%),flagellar capping protein FliD,GIY05_RS21695,GIY05_RS21695_sense
PROKKA_04340_sense,PROKKA_04340,N/A,N/A,PA1093 (PI: 41.5%),hypothetical protein,GIY05_RS21700,GIY05_RS21700_sense
PROKKA_04341_sense,PROKKA_04341,"PA1092 (PI: 83.3, PC: 34.9%)",fliC,PA1092 (PI: 63.0%),flagellin type B,GIY05_RS21705,GIY05_RS21705_sense
PROKKA_04356_sense,PROKKA_04356,"PA1087 (PI: 74.1%, PC: 100%)",flgL,PA1087 (PI: 67.6%),flagellar hook-associated protein type 3 FlgL,GIY05_RS21780,GIY05_RS21780_sense
PROKKA_04357_sense,PROKKA_04357,"PA1086 (PI: 86.7%, PC: 100%)",flgK,PA1086 (PI: 87.4%),flagellar hook-associated protein 1 FlgK,GIY05_RS21785,GIY05_RS21785_sense
PROKKA_04358_sense,PROKKA_04358,PA1085,flgJ,PA1085,flagellar protein FlgJ,GIY05_RS21790,GIY05_RS21790_sense
PROKKA_04362_sense,PROKKA_04362,PA1081,flgF,PA1081,flagellar basal-body rod protein FlgF ,GIY05_RS21810,GIY05_RS21810_sense
PROKKA_04363_sense,PROKKA_04363,PA1080,flgE,PA1080,flagellar hook protein FlgE,GIY05_RS21815,GIY05_RS21815_sense
PROKKA_04364_sense,PROKKA_04364,PA1079,flgD,PA1079,flagellar basal-body rod modification protein FlgD,GIY05_RS21820,GIY05_RS21820_sense
PROKKA_04365_sense,PROKKA_04365,PA1078,flgC,PA1078,flagellar basal-body rod protein FlgC,GIY05_RS21825,GIY05_RS21825_sense
PROKKA_04448_sense,PROKKA_04448,PA1001,phnA,PA1001,anthranilate synthase component I,GIY05_RS22240,GIY05_RS22240_sense
PROKKA_04456_sense,PROKKA_04456,PA0993,cupC2,PA0993,chaperone CupC2,GIY05_RS22280,GIY05_RS22280_sense
PROKKA_04462_antis,PROKKA_04462,PA0976.1,tRNA-Lys,N/A,tRNA,GIY05_RS22310,GIY05_RS22310_antis
PROKKA_04487_antis,PROKKA_04487,PA0952,Hypothetical Protein,PA0952,hypothetical protein,GIY05_RS22435,GIY05_RS22435_antis
PROKKA_04488_sense,PROKKA_04488,N/A,Intergenic region,N/A,N/A,GIY05_RS22440,GIY05_RS22440_sense
PROKKA_04529_antis,PROKKA_04529,PA0913,mgtE,PA0913,MgtE,GIY05_RS22645,GIY05_RS22645_antis
PROKKA_04648_sense,PROKKA_04648,N/A,N/A,N/A,N/A,GIY05_RS23240,GIY05_RS23240_sense
PROKKA_04674_sense,PROKKA_04674,PA0807,ampDh3,PA0807,AmpDh3,GIY05_RS23370,GIY05_RS23370_sense
PROKKA_04784_antis,PROKKA_04784,N/A,N/A,PA3849 (PI: 31.5%),conserved hypothetical protein,GIY05_RS23920,GIY05_RS23920_antis
PROKKA_04784_sense,PROKKA_04784,N/A,N/A,PA3849 (PI: 31.5%),conserved hypothetical protein,GIY05_RS23920,GIY05_RS23920_sense
PROKKA_04785_antis,PROKKA_04785,N/A,N/A,N/A,N/A,GIY05_RS23925,GIY05_RS23925_antis
PROKKA_04785_sense,PROKKA_04785,N/A,N/A,N/A,N/A,GIY05_RS23925,GIY05_RS23925_sense
PROKKA_04884_sense,PROKKA_04884,PA4309,pctA,PA4309 (PI: 93.2%),chemotactic transducer PctA,GIY05_RS24420,GIY05_RS24420_sense
PROKKA_04890_sense,PROKKA_04890,PA4315,mvaT,PA4315,"transcriptional regulator MvaT, P16 subunit",GIY05_RS24450,GIY05_RS24450_sense
PROKKA_04901_sense,PROKKA_04901,PA4326,Hypothetical Protein,PA4326,hypothetical protein,GIY05_RS24505,GIY05_RS24505_sense
PROKKA_04963_antis,PROKKA_04963,PA4385,groEL,PA4385,GroEL Protein,GIY05_RS24815,GIY05_RS24815_antis
PROKKA_04965_sense,PROKKA_04965,N/A,Intergenic region,N/A,RNA? No protein associated with tag,GIY05_RS24825,GIY05_RS24825_sense
PROKKA_05072_sense,PROKKA_05072,PA4489,magD,PA4489,MagD,GIY05_RS25360,GIY05_RS25360_sense
PROKKA_05073_sense,PROKKA_05073,PA4490,magC,PA4490,MagC,GIY05_RS25365,GIY05_RS25365_sense
PROKKA_05103_sense,PROKKA_05103,PA4520,Probable Chemotaxis Protein,PA4520,probable chemotaxis transducer,GIY05_RS25515,GIY05_RS25515_sense
PROKKA_05110_antis,PROKKA_05110,N/A,N/A,N/A,N/A,GIY05_RS25550,GIY05_RS25550_antis
PROKKA_05111_antis,PROKKA_05111,N/A,N/A,PA4525 (PI: 66.7%),type 4 fimbrial precursor PilA,GIY05_RS25555,GIY05_RS25555_antis
PROKKA_05128_sense,PROKKA_05128,N/A,N/A,PA5563 (PI: 25.1%),chromosome partitioning protein Soj,GIY05_RS25640,GIY05_RS25640_sense
PROKKA_05129_sense,PROKKA_05129,N/A,N/A,N/A,N/A,GIY05_RS25645,GIY05_RS25645_sense
PROKKA_05130_sense,PROKKA_05130,N/A,N/A,PA2226 (PI: 47.5%),QsrO,GIY05_RS25650,GIY05_RS25650_sense
PROKKA_05131_sense,PROKKA_05131,N/A,N/A,N/A,N/A,GIY05_RS25655,GIY05_RS25655_sense
PROKKA_05132_sense,PROKKA_05132,N/A,N/A,N/A,N/A,GIY05_RS25660,GIY05_RS25660_sense
PROKKA_05133_sense,PROKKA_05133,N/A,N/A,N/A,N/A,GIY05_RS25665,GIY05_RS25665_sense
PROKKA_05134_sense,PROKKA_05134,N/A,N/A,N/A,N/A,GIY05_RS25670,GIY05_RS25670_sense
PROKKA_05135_sense,PROKKA_05135,N/A,N/A,N/A,N/A,GIY05_RS25675,GIY05_RS25675_sense
PROKKA_05136_sense,PROKKA_05136,"PA4931 (PI: 79.0%, PC: 28.3%)",DdnaB,PA4931 (PI: 57.4%),replicative DNA helicase,GIY05_RS25680,GIY05_RS25680_sense
PROKKA_05137_sense,PROKKA_05137,N/A,N/A,N/A,N/A,GIY05_RS25685,GIY05_RS25685_sense
PROKKA_05139_sense,PROKKA_05139,N/A,N/A,N/A,N/A,GIY05_RS25695,GIY05_RS25695_sense
PROKKA_05140_sense,PROKKA_05140,N/A,N/A,N/A,N/A,GIY05_RS25700,GIY05_RS25700_sense
PROKKA_05141_sense,PROKKA_05141,N/A,N/A,N/A,N/A,GIY05_RS25705,GIY05_RS25705_sense
PROKKA_05142_sense,PROKKA_05142,N/A,N/A,N/A,N/A,GIY05_RS25710,GIY05_RS25710_sense
PROKKA_05143_sense,PROKKA_05143,PA3849,Conserved Hypothetical Protein,"PA3849 (Repeated above, PI: 92.2%)",conserved hypothetical protein,GIY05_RS25715,GIY05_RS25715_sense
PROKKA_05144_sense,PROKKA_05144,N/A,N/A,PA 3385 (PI: 60.0%),alginate and motility regulator Z,GIY05_RS25720,GIY05_RS25720_sense
PROKKA_05145_sense,PROKKA_05145,N/A,N/A,N/A,N/A,GIY05_RS25725,GIY05_RS25725_sense
PROKKA_05146_sense,PROKKA_05146,N/A,N/A,N/A,N/A,GIY05_RS25730,GIY05_RS25730_sense
PROKKA_05147_antis,PROKKA_05147,N/A,N/A,N/A,N/A,GIY05_RS25735,GIY05_RS25735_antis
PROKKA_05147_sense,PROKKA_05147,N/A,N/A,N/A,N/A,GIY05_RS25735,GIY05_RS25735_sense
PROKKA_05150_antis,PROKKA_05150,N/A,N/A,N/A,N/A,GIY05_RS25750,GIY05_RS25750_antis
PROKKA_05150_sense,PROKKA_05150,N/A,N/A,N/A,N/A,GIY05_RS25750,GIY05_RS25750_sense
PROKKA_05151_antis,PROKKA_05151,N/A,N/A,N/A,N/A,GIY05_RS25755,GIY05_RS25755_antis
PROKKA_05151_sense,PROKKA_05151,N/A,N/A,N/A,N/A,GIY05_RS25755,GIY05_RS25755_sense
PROKKA_05152_sense,PROKKA_05152,N/A,N/A,N/A,N/A,GIY05_RS25760,GIY05_RS25760_sense
PROKKA_05153_antis,PROKKA_05153,N/A,N/A,N/A,N/A,GIY05_RS25765,GIY05_RS25765_antis
PROKKA_05153_sense,PROKKA_05153,N/A,N/A,N/A,N/A,GIY05_RS25765,GIY05_RS25765_sense
PROKKA_05154_sense,PROKKA_05154,N/A,N/A,N/A,N/A,GIY05_RS25770,GIY05_RS25770_sense
PROKKA_05155_antis,PROKKA_05155,N/A,N/A,N/A,N/A,GIY05_RS25775,GIY05_RS25775_antis
PROKKA_05157_sense,PROKKA_05157,N/A,N/A,N/A,N/A,GIY05_RS25785,GIY05_RS25785_sense
PROKKA_05159_sense,PROKKA_05159,N/A,N/A,PA3011 (PI: 33.6%),DNA topoisomerase I,GIY05_RS25795,GIY05_RS25795_sense
PROKKA_05160_sense,PROKKA_05160,N/A,N/A,N/A,RNA? No protein associated with tag,GIY05_RS25800,GIY05_RS25800_sense
